chr start end read_depth
5 54150000 54200000 126537
5 54200000 54250000 126846
5 54250000 54300000 139396
5 54300000 54350000 140218
5 54350000 54400000 138925
5 54400000 54450000 139755
5 54450000 54500000 136016
5 54500000 54550000 122365
5 54550000 54600000 141790
5 54600000 54650000 143722
5 54650000 54700000 131571
5 54700000 54750000 134031
5 54750000 54800000 144819
5 54800000 54850000 134513
5 54850000 54900000 130056
5 54900000 54950000 132325
5 54950000 55000000 135930
5 55000000 55050000 128685
5 55050000 55100000 149800
5 55100000 55150000 147436
5 55150000 55200000 128869
5 55200000 55250000 126824
5 55250000 55300000 142412
5 55300000 55350000 133193
5 55350000 55400000 123226
5 55400000 55450000 129004
5 55450000 55500000 131084
5 55500000 55550000 122793
5 55550000 55600000 127744
5 55600000 55650000 132703
5 55650000 55700000 131848
5 55700000 55750000 132072
5 55750000 55800000 114342
5 55800000 55850000 120154
5 55850000 55900000 130669
5 55900000 55950000 134956
5 55950000 56000000 132477
5 56000000 56050000 120674
5 56050000 56100000 93777
5 56100000 56150000 98622
5 56150000 56200000 111305
5 56200000 56250000 108091
5 56250000 56300000 100413
5 56300000 56350000 107988
5 56350000 56400000 95827
5 56400000 56450000 104079
5 56450000 56500000 107987
5 56500000 56550000 111079
5 56550000 56600000 104751
5 56600000 56650000 92054
5 56650000 56700000 107332
5 56700000 56750000 95087
5 56750000 56800000 99353
5 56800000 56850000 101453
5 56850000 56900000 104038
5 56900000 56950000 109527
5 56950000 57000000 105444
5 57000000 57050000 115573
5 57050000 57100000 106890
5 57100000 57150000 107933
5 57150000 57200000 108690
5 57200000 57250000 108953
5 57250000 57300000 110516
5 57300000 57350000 79613
5 57350000 57400000 101135
5 57400000 57450000 106967
5 57450000 57500000 97584
5 57500000 57550000 103250
5 57550000 57600000 108212
5 57600000 57650000 113022
5 57650000 57700000 97149
5 57700000 57750000 104836
5 57750000 57800000 104570
5 57800000 57850000 110744
5 57850000 57900000 106383
5 57900000 57950000 104659
5 57950000 58000000 105940
5 58000000 58050000 109216
5 58050000 58100000 100887
5 58100000 58150000 94458
5 58150000 58200000 91927
5 58200000 58250000 97372
5 58250000 58300000 103943
5 58300000 58350000 97838
5 58350000 58400000 104515
5 58400000 58450000 101202
5 58450000 58500000 113124
5 58500000 58550000 101431
5 58550000 58600000 115894
5 58600000 58650000 105337
5 58650000 58700000 106767
5 58700000 58750000 103179
5 58750000 58800000 105258
5 58800000 58850000 113269
5 58850000 58900000 103701
5 58900000 58950000 107501
5 58950000 59000000 105459
5 59000000 59050000 97367
5 59050000 59100000 99260
5 59100000 59150000 97497
5 59150000 59200000 95397
5 59200000 59250000 102703
5 59250000 59300000 109668
5 59300000 59350000 114930
5 59350000 59400000 107931
5 59400000 59450000 109542
5 59450000 59500000 107204
5 59500000 59550000 104594
5 59550000 59600000 106398
5 59600000 59650000 99862
5 59650000 59700000 105373
5 59700000 59750000 107525
5 59750000 59800000 104723
5 59800000 59850000 104338
5 59850000 59900000 103673
5 59900000 59950000 98855
5 59950000 60000000 99692
5 60000000 60050000 106057
5 60050000 60100000 99777
5 60100000 60150000 101052
5 60150000 60200000 107986
5 60200000 60250000 105220
5 60250000 60300000 109560
5 60300000 60350000 114369
5 60350000 60400000 115975
5 60400000 60450000 102657
5 60450000 60500000 103583
5 60500000 60550000 97727
5 60550000 60600000 99498
5 60600000 60650000 94109
5 60650000 60700000 102727
5 60700000 60750000 116059
5 60750000 60800000 104129
5 60800000 60850000 102567
5 60850000 60900000 91714
5 60900000 60950000 94717
5 60950000 61000000 97628
5 61000000 61050000 97711
5 61050000 61100000 100564
5 61100000 61150000 103442
5 61150000 61200000 103942
5 61200000 61250000 97023
5 61250000 61300000 90606
5 61300000 61350000 103017
5 61350000 61400000 91812
5 61400000 61450000 100142
5 61450000 61500000 95907
5 61500000 61550000 101393
5 61550000 61600000 103310
5 61600000 61650000 102682
5 61650000 61700000 105222
5 61700000 61750000 103977
5 61750000 61800000 111543
5 61800000 61850000 105199
5 61850000 61900000 109812
5 61900000 61950000 97291
5 61950000 62000000 98853
5 62000000 62050000 98941
5 62050000 62100000 97143
5 62100000 62150000 101826
5 62150000 62200000 111529
5 62200000 62250000 100403
5 62250000 62300000 104929
5 62300000 62350000 105110
5 62350000 62400000 98460
5 62400000 62450000 113294
5 62450000 62500000 106827
5 62500000 62550000 104925
5 62550000 62600000 106382
5 62600000 62650000 110935
5 62650000 62700000 112617
5 62700000 62750000 108273
5 62750000 62800000 109655
5 62800000 62850000 96944
5 62850000 62900000 102987
5 62900000 62950000 106133
5 62950000 63000000 109700
5 63000000 63050000 101557
5 63050000 63100000 102166
5 63100000 63150000 106748
5 63150000 63200000 110597
5 63200000 63250000 113353
5 63250000 63300000 106759
5 63300000 63350000 103369
5 63350000 63400000 94943
5 63400000 63450000 103019
5 63450000 63500000 105499
5 63500000 63550000 109878
5 63550000 63600000 104467
5 63600000 63650000 104556
5 63650000 63700000 108665
5 63700000 63750000 109785
5 63750000 63800000 101302
5 63800000 63850000 101089
5 63850000 63900000 102836
5 63900000 63950000 101170
5 63950000 64000000 97774
5 64000000 64050000 110715
5 64050000 64100000 115778
5 64100000 64150000 112966
5 64150000 64200000 106086
5 64200000 64250000 107471
5 64250000 64300000 111174
5 64300000 64350000 96565
5 64350000 64400000 103111
5 64400000 64450000 99081
5 64450000 64500000 109685
5 64500000 64550000 117191
5 64550000 64600000 114777
5 64600000 64650000 117542
5 64650000 64700000 110322
5 64700000 64750000 105186
5 64750000 64800000 110170
5 64800000 64850000 115141
5 64850000 64900000 112438
5 64900000 64950000 113522
5 64950000 65000000 103485
5 65000000 65050000 98697
5 65050000 65100000 110191
5 65100000 65150000 100665
5 65150000 65200000 107203
5 65200000 65250000 106068
5 65250000 65300000 101980
5 65300000 65350000 114957
5 65350000 65400000 109750
5 65400000 65450000 109768
5 65450000 65500000 113826
5 65500000 65550000 95194
5 65550000 65600000 98574
5 65600000 65650000 97205
5 65650000 65700000 98165
5 65700000 65750000 98686
5 65750000 65800000 104751
5 65800000 65850000 106880
5 65850000 65900000 107721
5 65900000 65950000 102070
5 65950000 66000000 94932
5 66000000 66050000 102437
5 66050000 66100000 102645
5 66100000 66150000 105593
5 66150000 66200000 108039
5 66200000 66250000 100996
5 66250000 66300000 98121
5 66300000 66350000 107526
5 66350000 66400000 106298
5 66400000 66450000 104696
5 66450000 66500000 96259
5 66500000 66550000 98585
5 66550000 66600000 101448
5 66600000 66650000 97621
5 66650000 66700000 105880
5 66700000 66750000 102270
5 66750000 66800000 105227
5 66800000 66850000 110365
5 66850000 66900000 111374
5 66900000 66950000 105748
5 66950000 67000000 103595
5 67000000 67050000 109144
5 67050000 67100000 106479
5 67100000 67150000 99526
5 67150000 67200000 107193
5 67200000 67250000 106112
5 67250000 67300000 105070
5 67300000 67350000 102568
5 67350000 67400000 103913
5 67400000 67450000 100269
5 67450000 67500000 102380
5 67500000 67550000 98853
5 67550000 67600000 100136
5 67600000 67650000 90859
5 67650000 67700000 102194
5 67700000 67750000 97932
5 67750000 67800000 97734
5 67800000 67850000 96807
5 67850000 67900000 100580
5 67900000 67950000 109325
5 67950000 68000000 95893
5 68000000 68050000 103103
5 68050000 68100000 106940
5 68100000 68150000 106694
5 68150000 68200000 103430
5 68200000 68250000 98400
5 68250000 68300000 106812
5 68300000 68350000 107229
5 68350000 68400000 107970
5 68400000 68450000 113402
5 68450000 68500000 97257
5 68500000 68550000 107410
5 68550000 68600000 103528
5 68600000 68650000 100156
5 68650000 68700000 108580
5 68700000 68750000 98595
5 68750000 68800000 98792
5 68800000 68850000 90506
5 68850000 68900000 62390
5 68900000 68950000 104784
5 68950000 69000000 87337
5 69000000 69050000 86119
5 69050000 69100000 71111
5 69100000 69150000 74369
5 69150000 69200000 120976
5 69200000 69250000 148136
5 69250000 69300000 116920
5 69300000 69350000 111385
5 69350000 69400000 109509
5 69400000 69450000 98539
5 69450000 69500000 101775
5 69500000 69550000 118444
5 69550000 69600000 91521
5 69600000 69650000 95568
5 69650000 69700000 83991
5 69700000 69750000 56863
5 69750000 69800000 97196
5 69800000 69850000 122078
5 69850000 69900000 75308
5 69900000 69950000 95463
5 69950000 70000000 102012
5 70000000 70050000 92397
5 70050000 70100000 170037
5 70100000 70150000 129692
5 70150000 70200000 100561
5 70200000 70250000 90064
5 70250000 70300000 95146
5 70300000 70350000 45869
5 70350000 70400000 66369
5 70400000 70450000 99762
5 70450000 70500000 105038
5 70500000 70550000 157658
5 70550000 70600000 89838
5 70600000 70650000 95967
5 70650000 70700000 102513
5 70700000 70750000 113530
5 70750000 70800000 110191
5 70800000 70850000 117135
5 70850000 70900000 102687
5 70900000 70950000 109925
5 70950000 71000000 98591
5 71000000 71050000 104136
5 71050000 71100000 107880
5 71100000 71150000 110263
5 71150000 71200000 99575
5 71200000 71250000 100711
5 71250000 71300000 99402
5 71300000 71350000 98660
5 71350000 71400000 99181
5 71400000 71450000 101929
5 71450000 71500000 96598
5 71500000 71550000 107762
5 71550000 71600000 111372
5 71600000 71650000 103358
5 71650000 71700000 101365
5 71700000 71750000 101872
5 71750000 71800000 98463
5 71800000 71850000 101988
5 71850000 71900000 95949
5 71900000 71950000 110255
5 71950000 72000000 97024
5 72000000 72050000 105095
5 72050000 72100000 115100
5 72100000 72150000 114781
5 72150000 72200000 110965
5 72200000 72250000 103766
5 72250000 72300000 109957
5 72300000 72350000 115135
5 72350000 72400000 111079
5 72400000 72450000 91419
5 72450000 72500000 92662
5 72500000 72550000 100835
5 72550000 72600000 99468
5 72600000 72650000 102346
5 72650000 72700000 108732
5 72700000 72750000 95408
5 72750000 72800000 99605
5 72800000 72850000 97543
5 72850000 72900000 100478
5 72900000 72950000 97813
5 72950000 73000000 101907
5 73000000 73050000 114346
5 73050000 73100000 99105
5 73100000 73150000 108884
5 73150000 73200000 104830
5 73200000 73250000 107019
5 73250000 73300000 94361
5 73300000 73350000 96041
5 73350000 73400000 101381
5 73400000 73450000 89891
5 73450000 73500000 100981
5 73500000 73550000 89299
5 73550000 73600000 101296
5 73600000 73650000 102052
5 73650000 73700000 99153
5 73700000 73750000 96968
5 73750000 73800000 112223
5 73800000 73850000 97108
5 73850000 73900000 101185
5 73900000 73950000 98293
5 73950000 74000000 102156
5 74000000 74050000 105253
5 74050000 74100000 106123
5 74100000 74150000 121712
5 74150000 74200000 105515
5 74200000 74250000 98369
5 74250000 74300000 104745
5 74300000 74350000 100073
5 74350000 74400000 111003
5 74400000 74450000 112545
5 74450000 74500000 110360
5 74500000 74550000 102362
5 74550000 74600000 103812
5 74600000 74650000 106004
5 74650000 74700000 97369
5 74700000 74750000 109898
5 74750000 74800000 110548
5 74800000 74850000 121545
5 74850000 74900000 116098
5 74900000 74950000 102801
5 74950000 75000000 110842
5 75000000 75050000 100135
5 75050000 75100000 109876
5 75100000 75150000 104626
5 75150000 75200000 101085
5 75200000 75250000 100123
5 75250000 75300000 105971
5 75300000 75350000 103755
5 75350000 75400000 104923
5 75400000 75450000 97083
5 75450000 75500000 96252
5 75500000 75550000 97377
5 75550000 75600000 95306
5 75600000 75650000 95342
5 75650000 75700000 95212
5 75700000 75750000 94545
5 75750000 75800000 101951
5 75800000 75850000 99264
5 75850000 75900000 103014
5 75900000 75950000 109432
5 75950000 76000000 104407
5 76000000 76050000 99746
5 76050000 76100000 96089
5 76100000 76150000 100584
5 76150000 76200000 100260
5 76200000 76250000 99863
5 76250000 76300000 98449
5 76300000 76350000 107115
5 76350000 76400000 101709
5 76400000 76450000 99638
5 76450000 76500000 104447
5 76500000 76550000 102801
5 76550000 76600000 101591
5 76600000 76650000 98963
5 76650000 76700000 99113
5 76700000 76750000 105621
5 76750000 76800000 110142
5 76800000 76850000 104988
5 76850000 76900000 106825
5 76900000 76950000 99158
5 76950000 77000000 106493
5 77000000 77050000 106920
5 77050000 77100000 97506
5 77100000 77150000 101161
5 77150000 77200000 103679
5 77200000 77250000 95962
5 77250000 77300000 101515
5 77300000 77350000 107238
5 77350000 77400000 100216
5 77400000 77450000 110796
5 77450000 77500000 116237
5 77500000 77550000 107436
5 77550000 77600000 109210
5 77600000 77650000 107340
5 77650000 77700000 113436
5 77700000 77750000 109233
5 77750000 77800000 104154
5 77800000 77850000 93720
5 77850000 77900000 96090
5 77900000 77950000 99134
5 77950000 78000000 102577
5 78000000 78050000 101022
5 78050000 78100000 93877
5 78100000 78150000 104724
5 78150000 78200000 106246
5 78200000 78250000 99514
5 78250000 78300000 104774
5 78300000 78350000 100726
5 78350000 78400000 90416
5 78400000 78450000 102576
5 78450000 78500000 96293
5 78500000 78550000 100164
5 78550000 78600000 103184
5 78600000 78650000 103379
5 78650000 78700000 120352
5 78700000 78750000 121122
5 78750000 78800000 113902
5 78800000 78850000 109253
5 78850000 78900000 113962
5 78900000 78950000 110851
5 78950000 79000000 109622
5 79000000 79050000 112203
5 79050000 79100000 95311
5 79100000 79150000 97567
5 79150000 79200000 97582
5 79200000 79250000 101347
5 79250000 79300000 105883
5 79300000 79350000 97034
5 79350000 79400000 85425
5 79400000 79450000 86941
5 79450000 79500000 95637
5 79500000 79550000 95608
5 79550000 79600000 103193
5 79600000 79650000 97974
5 79650000 79700000 109673
5 79700000 79750000 107905
5 79750000 79800000 107969
5 79800000 79850000 105259
5 79850000 79900000 105170
5 79900000 79950000 86533
5 79950000 80000000 107518
5 80000000 80050000 94615
5 80050000 80100000 112439
5 80100000 80150000 104322
5 80150000 80200000 108059
5 80200000 80250000 99157
5 80250000 80300000 97980
5 80300000 80350000 105822
5 80350000 80400000 103197
5 80400000 80450000 102322
5 80450000 80500000 102261
5 80500000 80550000 97449
5 80550000 80600000 97572
5 80600000 80650000 99040
5 80650000 80700000 106651
5 80700000 80750000 119084
5 80750000 80800000 114253
5 80800000 80850000 110245
5 80850000 80900000 111487
5 80900000 80950000 113826
5 80950000 81000000 106294
5 81000000 81050000 107427
5 81050000 81100000 100774
5 81100000 81150000 103104
5 81150000 81200000 103521
5 81200000 81250000 100806
5 81250000 81300000 105188
5 81300000 81350000 108575
5 81350000 81400000 104971
5 81400000 81450000 98316
5 81450000 81500000 100410
5 81500000 81550000 104156
5 81550000 81600000 100789
5 81600000 81650000 95314
5 81650000 81700000 99278
5 81700000 81750000 94381
5 81750000 81800000 108841
5 81800000 81850000 98098
5 81850000 81900000 103815
5 81900000 81950000 104516
5 81950000 82000000 105757
5 82000000 82050000 101789
5 82050000 82100000 102091
5 82100000 82150000 102338
5 82150000 82200000 108961
5 82200000 82250000 108060
5 82250000 82300000 100942
5 82300000 82350000 100192
5 82350000 82400000 107991
5 82400000 82450000 105405
5 82450000 82500000 117431
5 82500000 82550000 104612
5 82550000 82600000 109779
5 82600000 82650000 111921
5 82650000 82700000 106397
5 82700000 82750000 98406
5 82750000 82800000 108036
5 82800000 82850000 99845
5 82850000 82900000 100560
5 82900000 82950000 101116
5 82950000 83000000 116525
5 83000000 83050000 104432
5 83050000 83100000 105179
5 83100000 83150000 106892
5 83150000 83200000 102286
5 83200000 83250000 106290
5 83250000 83300000 115918
5 83300000 83350000 108335
5 83350000 83400000 107059
5 83400000 83450000 110113
5 83450000 83500000 112725
5 83500000 83550000 111294
5 83550000 83600000 102607
5 83600000 83650000 108131
5 83650000 83700000 107769
5 83700000 83750000 108913
5 83750000 83800000 115887
5 83800000 83850000 113166
5 83850000 83900000 110017
5 83900000 83950000 99389
5 83950000 84000000 94097
5 84000000 84050000 111307
5 84050000 84100000 106219
5 84100000 84150000 110805
5 84150000 84200000 108318
5 84200000 84250000 105861
5 84250000 84300000 113195
5 84300000 84350000 111158
5 84350000 84400000 109185
5 84400000 84450000 108803
5 84450000 84500000 111825
5 84500000 84550000 105582
5 84550000 84600000 114554
5 84600000 84650000 104853
5 84650000 84700000 112398
5 84700000 84750000 104869
5 84750000 84800000 107353
5 84800000 84850000 108663
5 84850000 84900000 107833
5 84900000 84950000 108691
5 84950000 85000000 115467
5 85000000 85050000 110913
5 85050000 85100000 109643
5 85100000 85150000 104594
5 85150000 85200000 111561
5 85200000 85250000 111903
5 85250000 85300000 113826
5 85300000 85350000 127355
5 85350000 85400000 110049
5 85400000 85450000 115210
5 85450000 85500000 110537
5 85500000 85550000 107386
5 85550000 85600000 99602
5 85600000 85650000 111194
5 85650000 85700000 108244
5 85700000 85750000 109328
5 85750000 85800000 98183
5 85800000 85850000 104316
5 85850000 85900000 100262
5 85900000 85950000 100558
5 85950000 86000000 111003
5 86000000 86050000 104704
5 86050000 86100000 106213
5 86100000 86150000 109162
5 86150000 86200000 104760
5 86200000 86250000 100710
5 86250000 86300000 108704
5 86300000 86350000 108442
5 86350000 86400000 98840
5 86400000 86450000 105759
5 86450000 86500000 107899
5 86500000 86550000 101664
5 86550000 86600000 108753
5 86600000 86650000 110195
5 86650000 86700000 110295
5 86700000 86750000 100534
5 86750000 86800000 108402
5 86800000 86850000 108308
5 86850000 86900000 101195
5 86900000 86950000 110703
5 86950000 87000000 110338
5 87000000 87050000 104833
5 87050000 87100000 113175
5 87100000 87150000 105273
5 87150000 87200000 105977
5 87200000 87250000 104014
5 87250000 87300000 108229
5 87300000 87350000 98687
5 87350000 87400000 99411
5 87400000 87450000 105973
5 87450000 87500000 98826
5 87500000 87550000 110998
5 87550000 87600000 98011
5 87600000 87650000 112306
5 87650000 87700000 110193
5 87700000 87750000 114449
5 87750000 87800000 108814
5 87800000 87850000 102984
5 87850000 87900000 110997
5 87900000 87950000 98817
5 87950000 88000000 91251
5 88000000 88050000 101123
5 88050000 88100000 102023
5 88100000 88150000 108680
5 88150000 88200000 111285
5 88200000 88250000 114490
5 88250000 88300000 106842
5 88300000 88350000 105013
5 88350000 88400000 109657
5 88400000 88450000 108850
5 88450000 88500000 106824
5 88500000 88550000 111331
5 88550000 88600000 102054
5 88600000 88650000 103601
5 88650000 88700000 113290
5 88700000 88750000 105491
5 88750000 88800000 97457
5 88800000 88850000 112127
5 88850000 88900000 105946
5 88900000 88950000 108031
5 88950000 89000000 116786
5 89000000 89050000 100827
5 89050000 89100000 111189
5 89100000 89150000 105042
5 89150000 89200000 108203
5 89200000 89250000 104363
5 89250000 89300000 110407
5 89300000 89350000 102461
5 89350000 89400000 102860
5 89400000 89450000 102430
5 89450000 89500000 106162
5 89500000 89550000 103861
5 89550000 89600000 98112
5 89600000 89650000 108271
5 89650000 89700000 103889
5 89700000 89750000 103027
5 89750000 89800000 102641
5 89800000 89850000 119942
5 89850000 89900000 104679
5 89900000 89950000 112986
5 89950000 90000000 103830
5 90000000 90050000 110210
5 90050000 90100000 106914
5 90100000 90150000 104288
5 90150000 90200000 109107
5 90200000 90250000 108129
5 90250000 90300000 104006
5 90300000 90350000 104970
5 90350000 90400000 107833
5 90400000 90450000 108792
5 90450000 90500000 111434
5 90500000 90550000 101698
5 90550000 90600000 103818
5 90600000 90650000 102863
5 90650000 90700000 104381
5 90700000 90750000 106961
5 90750000 90800000 107229
5 90800000 90850000 105010
5 90850000 90900000 99098
5 90900000 90950000 115924
5 90950000 91000000 111886
5 91000000 91050000 115570
5 91050000 91100000 107714
5 91100000 91150000 99917
5 91150000 91200000 111698
5 91200000 91250000 118626
5 91250000 91300000 107796
5 91300000 91350000 117269
5 91350000 91400000 106379
5 91400000 91450000 109780
5 91450000 91500000 112268
5 91500000 91550000 107248
5 91550000 91600000 114895
5 91600000 91650000 78404
5 91650000 91700000 30150
5 91700000 91750000 105425
5 91750000 91800000 107760
5 91800000 91850000 121920
5 91850000 91900000 102774
5 91900000 91950000 108542
5 91950000 92000000 106119
5 92000000 92050000 109901
5 92050000 92100000 111740
5 92100000 92150000 105637
5 92150000 92200000 102155
5 92200000 92250000 113659
5 92250000 92300000 117210
5 92300000 92350000 113921
5 92350000 92400000 114370
5 92400000 92450000 106688
5 92450000 92500000 99410
5 92500000 92550000 110834
5 92550000 92600000 111232
5 92600000 92650000 103105
5 92650000 92700000 104002
5 92700000 92750000 106315
5 92750000 92800000 103866
5 92800000 92850000 108143
5 92850000 92900000 109396
5 92900000 92950000 93365
5 92950000 93000000 109640
5 93000000 93050000 110463
5 93050000 93100000 109201
5 93100000 93150000 102997
5 93150000 93200000 108662
5 93200000 93250000 114577
5 93250000 93300000 108655
5 93300000 93350000 107760
5 93350000 93400000 104330
5 93400000 93450000 106675
5 93450000 93500000 100663
5 93500000 93550000 108903
5 93550000 93600000 106890
5 93600000 93650000 113201
5 93650000 93700000 108244
5 93700000 93750000 97038
5 93750000 93800000 109854
5 93800000 93850000 108350
5 93850000 93900000 112144
5 93900000 93950000 107793
5 93950000 94000000 115926
5 94000000 94050000 121582
5 94050000 94100000 97744
5 94100000 94150000 107371
5 94150000 94200000 98983
5 94200000 94250000 108551
5 94250000 94300000 114188
5 94300000 94350000 105755
5 94350000 94400000 104988
5 94400000 94450000 102416
5 94450000 94500000 103041
5 94500000 94550000 58391
5 94550000 94600000 37297
5 94600000 94650000 38850
5 94650000 94700000 42186
5 94700000 94750000 36029
5 94750000 94800000 46814
5 94800000 94850000 41505
5 94850000 94900000 44725
5 94900000 94950000 36956
5 94950000 95000000 39253
5 95000000 95050000 40430
5 95050000 95100000 40647
5 95100000 95150000 35870
5 95150000 95200000 39226
5 95200000 95250000 38621
5 95250000 95300000 41704
5 95300000 95350000 38994
5 95350000 95400000 38379
5 95400000 95450000 42416
5 95450000 95500000 45019
5 95500000 95550000 37822
5 95550000 95600000 40515
5 95600000 95650000 42082
5 95650000 95700000 40496
5 95700000 95750000 39811
5 95750000 95800000 41826
5 95800000 95850000 45081
5 95850000 95900000 41965
5 95900000 95950000 38902
5 95950000 96000000 38388
5 96000000 96050000 41875
5 96050000 96100000 39436
5 96100000 96150000 36391
5 96150000 96200000 36271
5 96200000 96250000 38000
5 96250000 96300000 37889
5 96300000 96350000 39637
5 96350000 96400000 39501
5 96400000 96450000 37284
5 96450000 96500000 40824
5 96500000 96550000 37752
5 96550000 96600000 43044
5 96600000 96650000 40691
5 96650000 96700000 40429
5 96700000 96750000 45310
5 96750000 96800000 40447
5 96800000 96850000 44742
5 96850000 96900000 40726
5 96900000 96950000 45264
5 96950000 97000000 44470
5 97000000 97050000 40584
5 97050000 97100000 44070
5 97100000 97150000 47172
5 97150000 97200000 38602
5 97200000 97250000 40234
5 97250000 97300000 43991
5 97300000 97350000 41349
5 97350000 97400000 44554
5 97400000 97450000 43783
5 97450000 97500000 43176
5 97500000 97550000 42053
5 97550000 97600000 49857
5 97600000 97650000 43129
5 97650000 97700000 41682
5 97700000 97750000 37858
5 97750000 97800000 39248
5 97800000 97850000 40226
5 97850000 97900000 47945
5 97900000 97950000 39929
5 97950000 98000000 45612
5 98000000 98050000 41124
5 98050000 98100000 45798
5 98100000 98150000 32569
5 98150000 98200000 41189
5 98200000 98250000 46730
5 98250000 98300000 42092
5 98300000 98350000 38909
5 98350000 98400000 45976
5 98400000 98450000 41466
5 98450000 98500000 41091
5 98500000 98550000 40563
5 98550000 98600000 40992
5 98600000 98650000 45914
5 98650000 98700000 47900
5 98700000 98750000 39873
5 98750000 98800000 39205
5 98800000 98850000 40248
5 98850000 98900000 45553
5 98900000 98950000 41536
5 98950000 99000000 39768
5 99000000 99050000 41752
5 99050000 99100000 40785
5 99100000 99150000 43411
5 99150000 99200000 45827
5 99200000 99250000 46424
5 99250000 99300000 48859
5 99300000 99350000 40955
5 99350000 99400000 43748
5 99400000 99450000 40262
5 99450000 99500000 42549
5 99500000 99550000 44927
5 99550000 99600000 39892
5 99600000 99650000 39087
5 99650000 99700000 43733
5 99700000 99750000 41431
5 99750000 99800000 43285
5 99800000 99850000 44017
5 99850000 99900000 40950
5 99900000 99950000 43014
5 99950000 100000000 44685
5 100000000 100050000 42829
5 100050000 100100000 42714
5 100100000 100150000 44479
5 100150000 100200000 40986
5 100200000 100250000 43609
5 100250000 100300000 42131
5 100300000 100350000 43368
5 100350000 100400000 46068
5 100400000 100450000 41160
5 100450000 100500000 45345
5 100500000 100550000 41367
5 100550000 100600000 39963
5 100600000 100650000 45022
5 100650000 100700000 40268
5 100700000 100750000 45885
5 100750000 100800000 44437
5 100800000 100850000 43719
5 100850000 100900000 47792
5 100900000 100950000 43952
5 100950000 101000000 44698
5 101000000 101050000 42419
5 101050000 101100000 42500
5 101100000 101150000 40366
5 101150000 101200000 51487
5 101200000 101250000 40564
5 101250000 101300000 39868
5 101300000 101350000 46461
5 101350000 101400000 44607
5 101400000 101450000 39467
5 101450000 101500000 43957
5 101500000 101550000 49838
5 101550000 101600000 41128
5 101600000 101650000 41643
5 101650000 101700000 42287
5 101700000 101750000 42070
5 101750000 101800000 40277
5 101800000 101850000 40732
5 101850000 101900000 39682
5 101900000 101950000 44180
5 101950000 102000000 42680
5 102000000 102050000 46963
5 102050000 102100000 40519
5 102100000 102150000 43979
5 102150000 102200000 45586
5 102200000 102250000 48643
5 102250000 102300000 42804
5 102300000 102350000 42396
5 102350000 102400000 45455
5 102400000 102450000 39630
5 102450000 102500000 41825
5 102500000 102550000 50156
5 102550000 102600000 40085
5 102600000 102650000 39236
5 102650000 102700000 40323
5 102700000 102750000 42808
5 102750000 102800000 39390
5 102800000 102850000 39098
5 102850000 102900000 39168
5 102900000 102950000 39546
5 102950000 103000000 46336
5 103000000 103050000 45673
5 103050000 103100000 43452
5 103100000 103150000 42730
5 103150000 103200000 42110
5 103200000 103250000 41637
5 103250000 103300000 41421
5 103300000 103350000 44311
5 103350000 103400000 42761
5 103400000 103450000 43259
5 103450000 103500000 42619
5 103500000 103550000 44565
5 103550000 103600000 44287
5 103600000 103650000 41565
5 103650000 103700000 45172
5 103700000 103750000 45322
5 103750000 103800000 47832
5 103800000 103850000 40203
5 103850000 103900000 45821
5 103900000 103950000 40092
5 103950000 104000000 40770
5 104000000 104050000 41068
5 104050000 104100000 44214
5 104100000 104150000 44890
5 104150000 104200000 43669
5 104200000 104250000 40798
5 104250000 104300000 42629
5 104300000 104350000 41380
5 104350000 104400000 45679
5 104400000 104450000 43007
5 104450000 104500000 42361
5 104500000 104550000 44415
5 104550000 104600000 47857
5 104600000 104650000 44251
5 104650000 104700000 43313
5 104700000 104750000 37410
5 104750000 104800000 44611
5 104800000 104850000 51387
5 104850000 104900000 46287
5 104900000 104950000 46184
5 104950000 105000000 43032
5 105000000 105050000 44607
5 105050000 105100000 43982
5 105100000 105150000 37700
5 105150000 105200000 45042
5 105200000 105250000 39161
5 105250000 105300000 43931
5 105300000 105350000 39363
5 105350000 105400000 39296
5 105400000 105450000 43977
5 105450000 105500000 42264
5 105500000 105550000 45138
5 105550000 105600000 46730
5 105600000 105650000 42654
5 105650000 105700000 45211
5 105700000 105750000 39148
5 105750000 105800000 43008
5 105800000 105850000 45034
5 105850000 105900000 42949
5 105900000 105950000 44291
5 105950000 106000000 46950
5 106000000 106050000 49417
5 106050000 106100000 45381
5 106100000 106150000 48722
5 106150000 106200000 42909
5 106200000 106250000 45110
5 106250000 106300000 44211
5 106300000 106350000 38984
5 106350000 106400000 43174
5 106400000 106450000 40867
5 106450000 106500000 42116
5 106500000 106550000 41507
5 106550000 106600000 38120
5 106600000 106650000 45042
5 106650000 106700000 41487
5 106700000 106750000 40631
5 106750000 106800000 39432
5 106800000 106850000 36266
5 106850000 106900000 36581
5 106900000 106950000 39063
5 106950000 107000000 41721
5 107000000 107050000 45154
5 107050000 107100000 41968
5 107100000 107150000 40385
5 107150000 107200000 43612
5 107200000 107250000 43664
5 107250000 107300000 40977
5 107300000 107350000 46132
5 107350000 107400000 44155
5 107400000 107450000 39938
5 107450000 107500000 41161
5 107500000 107550000 43016
5 107550000 107600000 40610
5 107600000 107650000 47184
5 107650000 107700000 45116
5 107700000 107750000 38465
5 107750000 107800000 43362
5 107800000 107850000 44510
5 107850000 107900000 39086
5 107900000 107950000 37226
